SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN1780BF,F23,2017-09-06 13:31:44,42.3378868103027,-70.9400329589844,1.47828376293182,15.4489364624023,31.3488445281982,23.0631046295166,39.2825775146484,2.16750407218933,4.33108758926392,7.14552879333496,86.7468490600586,716.799621582031,376.751281738281,8.02520656585693
WN1780BE,F23,2017-09-06 13:30:54,42.337947845459,-70.9403533935547,7.55552673339844,13.5867214202881,31.4655418395996,23.5415630340576,37.7532157897949,1.63288938999176,3.38100242614746,7.10969924926758,83.1483001708984,750.048278808594,29.4731693267822,8.01823616027832
WN1780BD,F23,2017-09-06 13:30:10,42.3379936218262,-70.9406890869141,13.4705753326416,12.7197675704956,31.5115165710449,23.7467994689941,37.037654876709,1.63267111778259,3.22016596794128,6.98964786529541,80.2976455688477,753.706848144531,3.94569444656372,8.01298236846924
WN1780BC,F23,2017-09-06 13:29:19,42.3380813598633,-70.941047668457,18.8491630554199,12.1970052719116,31.5399055480957,23.8675670623779,36.6091079711914,1.64053726196289,3.11876177787781,6.94609689712524,78.9322967529297,708.515380859375,1.16503441333771,8.01808929443359
WN1780BB,F23,2017-09-06 13:28:39,42.3381805419922,-70.941291809082,24.7994956970215,11.1616468429565,31.6053771972656,24.1059532165527,35.7711219787598,1.69896507263184,2.7534384727478,6.87150812149048,76.3990631103516,650.732666015625,0.785487055778503,8.03996753692627
WN1780B1,N01,2017-09-06 13:01:53,42.4209594726563,-70.8632659912109,1.49278748035431,16.2610340118408,31.3582000732422,22.890811920166,40.0230445861816,1.83731305599213,5.48127746582031,8.10624504089355,100.024978637695,941.412292480469,602.709594726563,8.11890602111816
WN1780B0,N01,2017-09-06 13:00:37,42.4206352233887,-70.8634185791016,7.14069986343384,13.3047227859497,31.4405059814453,23.5781059265137,37.4763107299805,1.59546613693237,4.49342632293701,7.32405757904053,85.1402435302734,1006.99188232422,68.0969085693359,8.0280237197876
WN1780AF,N01,2017-09-06 12:59:43,42.4203681945801,-70.8635177612305,12.4175109863281,9.62617301940918,31.5934963226318,24.354284286499,34.4201011657715,1.20803034305573,3.89507484436035,7.34565114974976,78.9552612304688,1029.01977539063,14.9623641967773,8.02992248535156
WN1780AE,N01,2017-09-06 12:58:45,42.420166015625,-70.8635635375977,20.3490543365479,8.55005073547363,31.9164390563965,24.7732124328613,33.8073616027832,0.729818642139435,0.641075730323792,8.13338088989258,85.507942199707,988.975769042969,3.1007719039917,8.0637149810791
WN1780AD,N01,2017-09-06 12:57:51,42.4199142456055,-70.8637313842773,30.7268733978271,7.88476037979126,31.9456844329834,24.8930320739746,33.2667541503906,0.906165421009064,0.440953582525253,7.77616405487061,80.5343170166016,968.33544921875,1.35717558860779,8.09145164489746
