SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN1840C2,F23,2018-05-15 15:32:33,42.341495513916,-70.939079284668,1.61334502696991,12.5850095748901,30.4533271789551,22.952823638916,35.7963562011719,2.08567118644714,2.233234167099,10.2016572952271,116.096382141113,2199.16357421875,1748.70947265625,8.31692886352539
WN1840C1,F23,2018-05-15 15:31:59,42.3411712646484,-70.939338684082,6.31328248977661,12.4386320114136,30.4670505523682,22.9909629821777,35.6875648498535,2.08505988121033,4.6718430519104,10.1879377365112,115.590744018555,2178.28759765625,158.458877563477,8.32153511047363
WN1840C0,F23,2018-05-15 15:31:26,42.3408699035645,-70.9396820068359,11.6719655990601,11.4126825332642,30.7388648986816,23.3881053924561,35.0956916809082,1.89341390132904,5.00034093856812,10.2336406707764,113.778038024902,2179.51049804688,14.4772920608521,8.33050060272217
WN1840BF,F23,2018-05-15 15:30:51,42.3406791687012,-70.9399871826172,18.3132915496826,10.8768272399902,30.8503608703613,23.5681610107422,34.7545013427734,1.88022553920746,5.24393033981323,10.1642370223999,111.777732849121,2180.94775390625,3.04625606536865,8.34260082244873
WN1840BE,F23,2018-05-15 15:29:53,42.3401641845703,-70.9405136108398,25.5845565795898,10.7873659133911,30.8678379058838,23.5971870422363,34.698844909668,2.00964593887329,5.20043277740479,10.11643409729,111.047264099121,2186.65551757813,2.6017119884491,8.35635852813721
WN1840B4,F13,2018-05-15 14:35:49,42.2693405151367,-70.7331619262695,1.67136824131012,11.3214731216431,31.0875301361084,23.6748752593994,35.3712043762207,1.05490398406982,0.659974277019501,10.2380294799805,113.852256774902,2176.01318359375,1867.33715820313,8.23896312713623
WN1840B3,F13,2018-05-15 14:34:15,42.2691650390625,-70.7336578369141,8.29484176635742,8.89849281311035,31.3076839447021,24.244119644165,33.5163612365723,0.973407447338104,3.22631192207336,10.3886680603027,109.654808044434,2160.37133789063,367.307006835938,8.23049449920654
WN1840B2,F13,2018-05-15 14:33:25,42.2691650390625,-70.7338485717773,13.3199415206909,7.34091806411743,31.5504188537598,24.657527923584,32.4269409179688,0.909633815288544,4.28244686126709,9.81382751464844,100.11198425293,2156.89501953125,123.060317993164,8.23448467254639
WN1840B1,F13,2018-05-15 14:32:34,42.2689971923828,-70.734001159668,18.1798248291016,6.19858264923096,31.7229309082031,24.9402675628662,31.6235961914063,0.872222065925598,2.97750210762024,9.71548843383789,96.5941009521484,2161.01513671875,41.3585472106934,8.24761867523193
WN1840B0,F13,2018-05-15 14:31:31,42.2688407897949,-70.7343368530273,23.2981033325195,5.7050929069519,31.7931938171387,25.0547218322754,31.2743015289307,0.837536931037903,2.40123796463013,9.84195518493652,96.7516937255859,2169.833984375,15.0337581634521,8.26983547210693
