SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN1970C4,F23,2019-08-21 14:22:31,42.3399124145508,-70.9437255859375,1.47251260280609,18.0299816131592,30.8358154296875,22.0796680450439,41.00439453125,1.62597954273224,2.68723177909851,9.93165016174316,126.463073730469,785.6533203125,282.793609619141,8.50271320343018
WN1970C3,F23,2019-08-21 14:21:36,42.3399047851563,-70.9435653686523,6.34923601150513,16.2828769683838,30.9730834960938,22.5905151367188,39.6029891967773,2.67975568771362,23.5849914550781,9.87440299987793,121.611000061035,762.479125976563,23.1513385772705,8.52530670166016
WN1970C2,F23,2019-08-21 14:20:40,42.3398857116699,-70.943359375,11.1942129135132,15.9044675827026,31.0097465515137,22.7030448913574,39.309684753418,2.96863412857056,24.3008899688721,9.90577125549316,121.108726501465,767.822143554688,1.49315416812897,8.53511333465576
WN1970C1,F23,2019-08-21 14:19:52,42.3398590087891,-70.9431610107422,16.2453441619873,15.8017148971558,31.0260887145996,22.7384147644043,39.2388534545898,3.20286059379578,24.0130271911621,9.96621704101563,121.609840393066,793.421020507813,0.852353930473328,8.54015827178955
WN1970C0,F23,2019-08-21 14:19:07,42.3398475646973,-70.943000793457,20.365291595459,14.4285945892334,31.1656131744385,23.1390838623047,38.1776809692383,3.04042887687683,23.4643077850342,9.81823062896729,116.619750976563,808.784790039063,0.818553805351257,8.56535339355469
WN1970B6,N01,2019-08-21 13:48:35,42.4209518432617,-70.8665390014648,1.72200155258179,19.6693992614746,30.9876461029053,21.7902069091797,42.672721862793,1.2121741771698,0.933709442615509,10.2740077972412,135.086517333984,1814.93432617188,639.153869628906,8.45042610168457
WN1970B5,N01,2019-08-21 13:47:55,42.4207725524902,-70.8663330078125,5.85604333877563,16.6031761169434,31.1409301757813,22.6468906402588,40.0826988220215,2.02644968032837,18.366870880127,12.3706007003784,153.477935791016,2122.65844726563,149.058242797852,8.47757911682129
WN1970B4,N01,2019-08-21 13:45:39,42.4204025268555,-70.865837097168,14.8033885955811,9.93863201141357,31.5127353668213,24.2408790588379,34.6112747192383,0.966754257678986,4.74977779388428,8.44527530670166,91.360221862793,2032.79370117188,10.4913806915283,8.53701400756836
WN1970B3,N01,2019-08-21 13:44:41,42.420280456543,-70.865592956543,21.7637786865234,8.95381832122803,31.6972312927246,24.5406799316406,33.9455032348633,0.757886528968811,3.58772706985474,8.79072284698486,93.1360626220703,1926.17065429688,2.3960874080658,8.56202411651611
WN1970B2,N01,2019-08-21 13:43:34,42.4201469421387,-70.8652191162109,29.0291786193848,8.1707763671875,31.7582855224609,24.7050457000732,33.3346099853516,1.00058972835541,0.540547013282776,8.27834510803223,86.195198059082,2239.43115234375,1.29265320301056,8.59433746337891
WN1970A8,N04,2019-08-21 13:08:41,42.4449462890625,-70.7397384643555,1.86995494365692,20.8232841491699,30.9566555023193,21.4672603607178,43.6892852783203,1.04626083374023,0.827402591705322,8.98381900787354,120.660438537598,2000.40502929688,731.285949707031,8.39363193511963
WN1970A7,N04,2019-08-21 13:07:36,42.4448280334473,-70.739501953125,13.085823059082,10.5983390808105,31.5123023986816,24.1307163238525,35.181282043457,0.816003799438477,4.05336713790894,9.205735206604,101.044288635254,2335.68994140625,52.1514205932617,8.53006553649902
WN1970A6,N04,2019-08-21 13:06:12,42.444637298584,-70.7391586303711,22.8170051574707,9.16025352478027,31.6736507415771,24.4904727935791,34.1009178161621,0.783749580383301,3.92105937004089,8.76803302764893,93.3142547607422,2378.09033203125,8.21537685394287,8.55967140197754
