SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN1860AB,F13,2018-07-24 16:50:21,42.2689247131348,-70.7353439331055,2.02842020988464,18.736515045166,31.2619590759277,22.2332515716553,42.1564674377441,1.25686287879944,1.96327114105225,9.03031349182129,116.849830627441,831.359741210938,199.849731445313,8.21012592315674
WN1860AA,F13,2018-07-24 16:49:49,42.2688446044922,-70.7352676391602,5.21972894668579,18.31715965271,31.2625122070313,22.3365211486816,41.7758598327637,1.21297764778137,2.6559636592865,9.18086433410645,117.850120544434,609.571533203125,289.203704833984,8.2087345123291
WN1860A9,F13,2018-07-24 16:49:10,42.2688064575195,-70.7353363037109,9.23217296600342,13.6611614227295,31.4820213317871,23.5394115447998,37.8377876281738,1.20946574211121,6.29728269577026,9.5246753692627,111.574951171875,1988.07458496094,143.647064208984,8.26518154144287
WN1860A8,F13,2018-07-24 16:48:15,42.2686767578125,-70.735221862793,16.8482704162598,10.3758974075317,31.6464576721191,24.2728309631348,35.1240615844727,0.847088932991028,1.5058718919754,8.66962242126465,94.7769470214844,2003.71606445313,22.0956993103027,8.31568622589111
WN1860A7,F13,2018-07-24 16:47:23,42.2685623168945,-70.7351913452148,22.102876663208,9.74827575683594,31.7059516906738,24.4226493835449,34.6403656005859,1.07866859436035,0.706201493740082,8.60982418060303,92.8616485595703,852.868286132813,9.25242328643799,8.35194778442383
WN18609B,F23,2018-07-24 15:45:29,42.3399047851563,-70.9418487548828,2.10385060310364,20.6940059661865,30.7946929931641,21.3782367706299,43.3666191101074,2.59536337852478,7.91162347793579,7.89608907699585,105.698303222656,2408.6708984375,1487.35766601563,8.05167865753174
WN18609A,F23,2018-07-24 15:44:41,42.3397598266602,-70.9419784545898,6.82411432266235,19.1125907897949,30.9875907897949,21.9307613372803,42.1679039001465,2.36731171607971,5.04766750335693,7.83069086074829,101.886367797852,2441.19580078125,96.7202682495117,8.06885147094727
WN186099,F23,2018-07-24 15:43:47,42.339599609375,-70.9420928955078,10.7669649124146,18.9086418151855,31.0208282470703,22.0070285797119,42.0246620178223,2.06761121749878,4.77971744537354,7.82811832427979,101.479911804199,2427.935546875,13.5337810516357,8.07232666015625
WN186098,F23,2018-07-24 15:43:07,42.3395195007324,-70.9421539306641,15.5745429992676,18.7898616790771,31.0294589996338,22.0432014465332,41.9291915893555,2.02679872512817,4.639479637146,7.80613231658936,100.97184753418,2478.10034179688,4.18986797332764,8.07503890991211
WN186097,F23,2018-07-24 15:42:32,42.3394203186035,-70.9422454833984,21.4674453735352,17.4804515838623,31.1503658294678,22.4516296386719,40.8901557922363,1.81455647945404,3.50504755973816,7.79584789276123,98.4023742675781,1616.46704101563,3.24326634407043,8.09930992126465
WN18608D,N01,2018-07-24 14:56:41,42.4193725585938,-70.8647537231445,2.13286232948303,19.6770992279053,31.1508979797363,21.9126110076904,42.8813209533691,1.42278647422791,2.886714220047,8.87531280517578,116.825492858887,824.019348144531,221.277633666992,8.13746929168701
WN18608C,N01,2018-07-24 14:56:02,42.4192924499512,-70.8647384643555,9.22636890411377,15.4052486419678,31.4091854095459,23.119213104248,39.3144378662109,1.10211133956909,3.10521268844604,9.90894412994385,120.233116149902,843.513305664063,71.5201950073242,8.18778419494629
WN18608A,N01,2018-07-24 14:53:36,42.4188423156738,-70.8644943237305,15.0377807617188,12.7231874465942,31.5404663085938,23.7686023712158,37.0719223022461,1.11419105529785,5.35006618499756,9.54401016235352,109.670104980469,901.68212890625,19.9862537384033,8.14664840698242
