SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN176027,F13,2017-07-26 07:52:48,42.2681350708008,-70.7346649169922,21.6585292816162,12.5521697998047,31.1859188079834,23.5267295837402,36.5501708984375,2.29795241355896,1.27535533905029,8.10414028167725,92.5838470458984,1863.88806152344,2.59184074401855,8.21399879455566
WN176028,F13,2017-07-26 07:53:37,42.2680625915527,-70.7345123291016,16.2247085571289,16.2952537536621,30.8581352233887,22.4998779296875,39.4860000610352,1.61554718017578,2.76116132736206,8.77901268005371,108.071578979492,1862.62854003906,5.6706075668335,8.2256965637207
WN176029,F13,2017-07-26 07:54:26,42.2679634094238,-70.7343673706055,10.930344581604,16.3623085021973,30.822301864624,22.4571533203125,39.5022354125977,1.53539264202118,3.34171676635742,8.82109642028809,108.710586547852,1858.17114257813,21.2028160095215,8.2467679977417
WN17602A,F13,2017-07-26 07:55:23,42.2678565979004,-70.7341690063477,5.8827486038208,16.3925037384033,30.7307033538818,22.3799209594727,39.4215202331543,1.21412777900696,3.22117352485657,8.97559070587158,110.619323730469,1856.935546875,72.3795623779297,8.27216911315918
WN17602B,F13,2017-07-26 07:56:14,42.267765045166,-70.734016418457,1.31976187229156,16.51393699646,30.7008152008057,22.3294715881348,39.4928283691406,1.24596261978149,2.35142707824707,9.17945098876953,113.383583068848,1868.33508300781,153.164825439453,8.29217529296875
WN176035,F06,2017-07-26 08:53:37,42.1687812805176,-70.5768661499023,25.5664844512939,12.2994174957275,31.1797180175781,23.5694732666016,36.3247451782227,1.10715544223785,1.81830430030823,9.17616844177246,104.266578674316,2093.02734375,5.1866569519043,8.28146553039551
WN176036,F06,2017-07-26 08:54:20,42.1686592102051,-70.5768890380859,21.4960613250732,14.2735872268677,31.0273685455322,23.0646209716797,37.8893547058105,1.17073154449463,3.19464731216431,9.13496589660645,108.06755065918,2097.48413085938,13.5095882415771,8.26190757751465
WN176037,F06,2017-07-26 08:55:03,42.1685256958008,-70.5768661499023,16.6511688232422,16.4022083282471,30.8414707183838,22.4630851745605,39.562084197998,1.07292890548706,4.76540374755859,9.15028762817383,112.86979675293,2092.05810546875,46.8502731323242,8.28489112854004
WN176038,F06,2017-07-26 08:55:49,42.1683959960938,-70.5768890380859,9.57269477844238,16.7192840576172,30.8168544769287,22.3721218109131,39.8129005432129,1.03335309028625,2.7886950969696,9.07660293579102,112.647727966309,2110.92895507813,208.033782958984,8.30852699279785
WN176039,F06,2017-07-26 08:56:25,42.1682777404785,-70.5768966674805,1.45319747924805,16.8521957397461,30.8202095031738,22.34401512146,39.9319305419922,1.02603471279144,1.00726509094238,9.0848970413208,113.048286437988,2106.091796875,1459.03747558594,8.31945037841797
WN176043,F10,2017-07-26 09:36:06,42.2424125671387,-70.6378936767578,30.4203872680664,9.2493953704834,31.3602962493896,24.2317905426025,33.8760147094727,1.03611397743225,0.781094074249268,9.71248626708984,103.365661621094,2154.24243164063,2.4035165309906,8.25746726989746
WN176044,F10,2017-07-26 09:37:02,42.2422943115234,-70.6377029418945,22.5579013824463,10.1708927154541,31.3057460784912,24.0415325164795,34.6091728210449,1.15118002891541,0.912382125854492,9.5162181854248,103.339889526367,2186.21850585938,3.90224456787109,8.21732139587402
WN176045,F10,2017-07-26 09:37:54,42.2421684265137,-70.6376113891602,14.980152130127,15.3603515625,30.9421577453613,22.7699699401855,38.751636505127,1.68275284767151,1.99055671691895,8.74981307983398,105.770668029785,2191.66918945313,30.2422981262207,8.21778774261475
WN176046,F10,2017-07-26 09:39:04,42.2419738769531,-70.6374588012695,7.7799277305603,15.517201423645,30.9063262939453,22.7082481384277,38.8471870422363,1.70482122898102,2.34513545036316,8.68147087097168,105.253379821777,2197.89501953125,331.652099609375,8.24250221252441
WN176047,F10,2017-07-26 09:39:59,42.2418212890625,-70.6373138427734,1.35457098484039,16.1728229522705,30.6843128204346,22.3933391571045,39.1719398498535,0.932221472263336,0.965204834938049,9.35542774200439,114.76643371582,2195.13598632813,478.6826171875,8.30054473876953
WN176051,F15,2017-07-26 10:08:27,42.3151054382324,-70.7282638549805,34.2879638671875,8.61098384857178,31.3739833831787,24.339506149292,33.3464622497559,1.09073781967163,0.598096430301666,9.56789588928223,100.378494262695,2218.48583984375,2.52972674369812,8.27367401123047
WN176052,F15,2017-07-26 10:09:19,42.315013885498,-70.7282257080078,26.439769744873,10.1480169296265,31.2430667877197,23.9964828491211,34.5287170410156,0.837242901325226,2.03353571891785,10.2533893585205,111.244247436523,2220.4716796875,5.95446443557739,8.25798511505127
WN176053,F15,2017-07-26 10:10:18,42.31494140625,-70.728157043457,18.2264652252197,13.7410564422607,30.9218902587891,23.0909690856934,37.3055114746094,1.18194079399109,11.7327423095703,10.1334896087646,118.491439819336,2234.15893554688,34.2081985473633,8.28767490386963
WN176054,F15,2017-07-26 10:11:11,42.3148651123047,-70.728141784668,9.93241119384766,16.4119091033936,30.787914276123,22.4195823669434,39.5062942504883,0.88416051864624,1.92575204372406,8.80572319030762,108.605125427246,2240.28735351563,113.885108947754,8.30689716339111
WN176055,F15,2017-07-26 10:12:20,42.3147430419922,-70.7280654907227,1.61274015903473,16.7011814117432,30.7491512298584,22.3240661621094,39.7150688171387,0.803257644176483,0.694799780845642,8.59530067443848,106.592651367188,2254.16821289063,155.406494140625,8.33063507080078
WN17605F,N07,2017-07-26 10:32:04,42.3569679260254,-70.7066268920898,47.4321365356445,6.5818977355957,31.6760959625244,24.8559913635254,31.9163246154785,0.962738156318665,0.298249125480652,8.66509819030762,86.908576965332,2205.45288085938,2.31720781326294,8.23197937011719
WN176060,N07,2017-07-26 10:33:19,42.3568572998047,-70.7067413330078,32.2946853637695,8.62711811065674,31.4163780212402,24.3702831268311,33.4000015258789,0.695552051067352,1.8364360332489,10.451000213623,109.713333129883,2207.39111328125,8.82458114624023,8.22041511535645
WN176061,N07,2017-07-26 10:34:36,42.3567352294922,-70.706787109375,20.4284267425537,12.0472202301025,31.1009731292725,23.5544548034668,36.020824432373,0.911160469055176,5.63909101486206,9.79351615905762,110.623306274414,2223.30615234375,65.0515823364258,8.24277687072754
