SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN1930B9,F06,2019-04-11 15:58:10,42.1703681945801,-70.5756378173828,1.55940306186676,5.10335302352905,32.0829734802246,25.35205078125,31.01513671875,0.715446472167969,0.793934285640717,11.8766250610352,115.293815612793,2127.68334960938,652.867736816406,8.40567016601563
WN1930B8,F06,2019-04-11 15:57:37,42.1703681945801,-70.5755233764648,7.51287698745728,4.50225973129272,32.079158782959,25.4131927490234,30.5106658935547,0.737011134624481,1.90499138832092,12.0579395294189,115.351028442383,2129.84692382813,163.645294189453,8.4055814743042
WN1930B7,F06,2019-04-11 15:56:57,42.17041015625,-70.5754470825195,15.2474346160889,4.43588829040527,32.0997428894043,25.4363956451416,30.4762630462646,0.732202291488647,3.3901195526123,11.8492307662964,113.185729980469,2135.51123046875,33.7706184387207,8.39309024810791
WN1930B6,F06,2019-04-11 15:56:13,42.170482635498,-70.5754013061523,24.4173336029053,4.42188882827759,32.1111717224121,25.446964263916,30.4783573150635,0.729482412338257,3.74225687980652,11.7513198852539,112.220436096191,2138.623046875,5.5534086227417,8.39001274108887
WN1930B5,F06,2019-04-11 15:55:31,42.1705284118652,-70.575309753418,32.5915298461914,4.41362905502319,32.1163902282715,25.4519996643066,30.4794807434082,0.727833092212677,3.17815399169922,11.7111587524414,111.818130493164,2115.12719726563,1.12200605869293,8.39465522766113
WN1930AB,F10,2019-04-11 15:20:57,42.241382598877,-70.6368713378906,1.52733898162842,5.52826452255249,32.0363616943359,25.2672576904297,31.3317832946777,0.700444757938385,0.564694583415985,11.8991413116455,116.665924072266,2181.8466796875,739.47216796875,8.41850185394287
WN1930AA,F10,2019-04-11 15:20:23,42.2414283752441,-70.6367721557617,6.6325216293335,4.649498462677,32.0434074401855,25.3695220947266,30.6025295257568,0.752213180065155,1.19798290729523,12.1315317153931,116.44596862793,2188.51196289063,238.035079956055,8.42611980438232
WN1930A9,F10,2019-04-11 15:19:43,42.2415008544922,-70.6366653442383,14.1172313690186,4.55365467071533,32.0440330505371,25.3800601959229,30.5262298583984,0.74735701084137,2.65849590301514,12.0915822982788,115.79150390625,2189.34887695313,52.2837028503418,8.41935539245605
WN1930A8,F10,2019-04-11 15:18:57,42.2415771484375,-70.6365356445313,24.4478054046631,4.52002477645874,32.0470962524414,25.3860359191895,30.5052585601807,0.7469562292099,3.08584594726563,11.9475946426392,114.320877075195,2196.53759765625,6.92518472671509,8.41468811035156
WN1930A7,F10,2019-04-11 15:18:16,42.2416572570801,-70.6364364624023,31.7506217956543,4.51727342605591,32.0486259460449,25.3875827789307,30.5074462890625,0.732946813106537,3.00003457069397,11.9026823043823,113.884628295898,2198.55444335938,1.67424201965332,8.4185733795166
WN19309D,F15,2019-04-11 14:42:47,42.3147163391113,-70.7271957397461,1.64918303489685,5.66829061508179,32.0092658996582,25.2295970916748,31.4258975982666,0.810780167579651,0.520430088043213,11.541576385498,113.520568847656,2205.15649414063,931.099304199219,8.36984825134277
WN19309C,F15,2019-04-11 14:42:02,42.3147125244141,-70.7270812988281,8.46025276184082,4.72716856002808,32.0010757446289,25.3278007507324,30.6316375732422,0.894670367240906,1.87217104434967,11.7686138153076,113.145057678223,2205.67822265625,187.74577331543,8.37784576416016
WN19309B,F15,2019-04-11 14:41:06,42.3147010803223,-70.7269515991211,16.264928817749,4.46605396270752,31.9977073669434,25.352331161499,30.4142036437988,0.910671532154083,3.09952163696289,11.7255382537842,112.011390686035,2213.40307617188,30.7656402587891,8.38495063781738
WN19309A,F15,2019-04-11 14:40:08,42.3147087097168,-70.7267990112305,26.4219932556152,4.51082706451416,32.0264091491699,25.370584487915,30.4806365966797,0.807183921337128,3.45883750915527,11.8461761474609,113.309448242188,2217.80126953125,2.97994923591614,8.39319801330566
WN193099,F15,2019-04-11 14:38:56,42.3147010803223,-70.7265930175781,35.632209777832,4.4951548576355,32.0430030822754,25.3854274749756,30.4858303070068,0.80768758058548,2.90567541122437,11.8052024841309,112.886611938477,2225.26904296875,0.453673899173737,8.38601589202881
WN19308F,N07,2019-04-11 14:12:56,42.3562698364258,-70.7052001953125,1.62032544612885,4.90056085586548,32.0229759216309,25.3266201019287,30.792724609375,0.685636043548584,0.574771046638489,11.556736946106,111.593978881836,1600.38903808594,566.649291992188,8.36116504669189
WN19308E,N07,2019-04-11 14:12:18,42.356201171875,-70.7051315307617,10.0138454437256,4.45467615127563,32.0458068847656,25.3916244506836,30.4433441162109,0.717280626296997,2.56652975082397,11.774224281311,112.480895996094,1730.94885253906,132.331146240234,8.34386253356934
WN19308D,N07,2019-04-11 14:11:31,42.3561515808105,-70.7050476074219,21.300724029541,4.24939250946045,32.124439239502,25.4749088287354,30.3443088531494,0.768779158592224,2.74670076370239,11.310604095459,107.564735412598,2182.11767578125,22.6106853485107,8.30537700653076
WN19308C,N07,2019-04-11 14:10:13,42.3560523986816,-70.7048950195313,33.1429862976074,4.03085613250732,32.2033081054688,25.5592575073242,30.2342720031738,0.772560119628906,2.19319677352905,10.6296215057373,100.598213195801,2415.94189453125,3.49203372001648,8.26398658752441
WN19308B,N07,2019-04-11 14:09:03,42.3560333251953,-70.7047424316406,48.5969772338867,3.98517465591431,32.2940521240234,25.6359367370605,30.2798519134521,0.844830214977264,1.01917958259583,10.190333366394,96.3900909423828,2380.6005859375,0.302421033382416,8.27583122253418
WN193081,N18,2019-04-11 13:39:42,42.366382598877,-70.7784423828125,1.59467387199402,5.45982122421265,31.6718654632568,24.9868183135986,30.9523468017578,0.83457088470459,0.622994184494019,11.5460748672485,112.748107910156,2301.060546875,379.773681640625,8.39041996002197
WN193080,N18,2019-04-11 13:39:03,42.3663291931152,-70.7782592773438,5.99282169342041,4.52768707275391,31.7314395904541,25.1346626281738,30.2317352294922,0.861120581626892,2.27388024330139,11.8483924865723,113.156600952148,1940.67614746094,149.409301757813,8.39916038513184
WN19307F,N18,2019-04-11 13:38:27,42.3662719726563,-70.7781066894531,9.62392234802246,4.48132228851318,31.7864570617676,25.1830787658691,30.2422904968262,0.87233579158783,4.65541934967041,11.7857494354248,112.471481323242,2012.64514160156,115.903701782227,8.39358711242676
WN19307E,N18,2019-04-11 13:37:37,42.3662071228027,-70.7778930664063,17.1940822601318,4.50895261764526,31.943302154541,25.3047637939453,30.4035339355469,0.860060811042786,4.04687166213989,11.8215656280518,113.006759643555,2215.91333007813,30.350284576416,8.39441680908203
WN19307D,N18,2019-04-11 13:36:51,42.3661499023438,-70.777702331543,22.8879623413086,4.54260587692261,32.006046295166,25.3511180877686,30.4880790710449,0.872979164123535,3.06533360481262,11.7926740646362,112.870262145996,2695.27758789063,12.6746807098389,8.38964939117432
WN193074,N21,2019-04-11 13:13:21,42.3882598876953,-70.7859725952148,1.6581609249115,4.79395866394043,31.6497097015381,25.0421485900879,30.3796291351318,0.881844162940979,1.00687181949615,11.6948337554932,112.358093261719,2610.11206054688,1109.30590820313,8.38815116882324
WN193073,N21,2019-04-11 13:12:41,42.3881988525391,-70.7858276367188,7.37884283065796,4.51214933395386,31.7064609527588,25.1164455413818,30.1979484558105,0.880955219268799,3.63490605354309,11.6951837539673,111.632484436035,2510.65576171875,242.842407226563,8.37504386901855
WN193072,N21,2019-04-11 13:12:03,42.3881492614746,-70.7857131958008,15.4850540161133,4.52607679367065,31.838659286499,25.2199668884277,30.3269004821777,0.846705138683319,3.95319628715515,11.6750898361206,111.576148986816,2358.71435546875,39.3214797973633,8.37206935882568
WN193071,N21,2019-04-11 13:11:14,42.3880882263184,-70.7855834960938,23.9542598724365,4.49714756011963,31.9452629089355,25.3075771331787,30.3983192443848,0.840822339057922,3.42088937759399,11.6852321624756,111.672668457031,2164.4580078125,6.3158655166626,8.36543464660645
WN193070,N21,2019-04-11 13:10:32,42.3880500793457,-70.7854919433594,31.9669437408447,4.33416557312012,32.0822792053223,25.4329853057861,30.3836212158203,0.792891681194305,2.31490612030029,11.3184757232666,107.833961486816,1058.42309570313,0.464833199977875,8.35945892333984
WN193063,F22,2019-04-11 12:18:31,42.4802551269531,-70.6198959350586,1.39266979694366,4.76049709320068,31.4795207977295,24.9107570648193,30.2041015625,0.816412270069122,0.761545717716217,11.4963865280151,110.237609863281,2148.3046875,978.649597167969,8.34963607788086
WN193062,F22,2019-04-11 12:17:26,42.4802513122559,-70.61962890625,15.1377658843994,4.42453670501709,31.7666358947754,25.1731605529785,30.1805839538574,0.775504171848297,3.80345296859741,11.4781589508057,109.369430541992,2322.17236328125,61.8734359741211,8.31980228424072
WN193061,F22,2019-04-11 12:16:03,42.4802207946777,-70.6192932128906,38.736946105957,4.23835468292236,32.3421249389648,25.6490421295166,30.528564453125,0.570931255817413,0.677640974521637,10.7642011642456,102.488296508789,2295.43579101563,2.62715172767639,8.24826335906982
WN193060,F22,2019-04-11 12:14:47,42.4802131652832,-70.6190567016602,59.3627128601074,3.84228253364563,32.4573211669922,25.7796535491943,30.303050994873,0.660125851631165,0.468752145767212,10.2858600616455,97.0555419921875,2293.82641601563,0.493550688028336,8.22579097747803
WN19305F,F22,2019-04-11 12:13:34,42.4801597595215,-70.6186828613281,76.2579879760742,3.89614105224609,32.4936599731445,25.8034763336182,30.3863563537598,2.12662982940674,0.340546995401382,10.0667247772217,95.1374816894531,2220.87036132813,0.268674552440643,8.23476982116699
WN193051,N04,2019-04-11 11:34:21,42.4427909851074,-70.7372131347656,1.65880215167999,4.49356174468994,31.3397960662842,24.8273773193359,29.8640594482422,0.918582022190094,2.05817174911499,11.7531185150146,111.862854003906,2192.50756835938,884.839111328125,8.37284088134766
WN193050,N04,2019-04-11 11:33:45,42.4428596496582,-70.7371520996094,7.55552387237549,4.42926692962646,31.4333992004395,24.9081707000732,29.8945655822754,0.89212304353714,4.13131618499756,11.7240400314331,111.479293823242,2245.16064453125,59.4035568237305,8.35560417175293
WN19304F,N04,2019-04-11 11:32:47,42.4429512023926,-70.7370529174805,21.191047668457,4.47599649429321,32.0569839477539,25.3983879089355,30.4755954742432,0.697623610496521,2.92516255378723,11.34352684021,108.431030273438,2221.92138671875,14.2535648345947,8.3052806854248
WN19304E,N04,2019-04-11 11:31:55,42.4430809020996,-70.7369689941406,34.0996742248535,4.11953926086426,32.1982307434082,25.5465240478516,30.304407119751,0.755429685115814,2.12926506996155,10.7143421173096,101.618690490723,2222.77954101563,2.07608032226563,8.26576137542725
WN19304D,N04,2019-04-11 11:30:46,42.4432716369629,-70.7368698120117,46.3756713867188,3.93901205062866,32.3276596069336,25.6671237945557,30.2687530517578,0.822492599487305,0.679008483886719,10.0975751876831,95.4250640869141,2160.42431640625,0.580126404762268,8.27483177185059
WN193043,N01,2019-04-11 10:47:21,42.4192085266113,-70.8648452758789,1.51771974563599,4.81596899032593,31.8420696258545,25.192289352417,30.5648651123047,0.901943504810333,1.63172113895416,11.9340829849243,114.863807678223,2194.85668945313,819.460632324219,8.43587684631348
WN193042,N01,2019-04-11 10:46:43,42.4192810058594,-70.864875793457,7.27222537994385,4.74723720550537,31.848331451416,25.204568862915,30.5155582427979,0.902323126792908,3.92345356941223,11.970573425293,115.027015686035,2145.98291015625,44.8408203125,8.43432235717773
WN193041,N01,2019-04-11 10:46:02,42.4193000793457,-70.8648986816406,13.9953765869141,4.86269521713257,31.9571380615234,25.2786064147949,30.7091865539551,0.949441254138947,3.96447896957397,11.9481906890869,115.217811584473,2109.84814453125,21.3810997009277,8.42647647857666
