SampleID,StationID,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>
WN1950DD,F23,2019-06-06 15:19:00,42.3394050598145,-70.9429473876953,1.70686745643616,12.0192375183105,30.0953273773193,22.7799873352051,34.9390144348145,1.25662839412689,1.12357890605927,9.30736541748047,104.416770935059,2087.13940429688,891.891784667969,8.3641414642334
WN1950DC,F23,2019-06-06 15:18:04,42.3393249511719,-70.9428024291992,5.28606748580933,11.7558708190918,30.1604881286621,22.8780632019043,34.7863540649414,1.32620966434479,2.85131621360779,9.5124683380127,106.159645080566,2085.08642578125,178.544387817383,8.36507892608643
WN1950DB,F23,2019-06-06 15:16:55,42.3392219543457,-70.9426574707031,12.6732034683228,9.77479839324951,30.5125999450684,23.4870147705078,33.4810562133789,1.23484241962433,1.89473497867584,9.33832740783691,100.016189575195,2093.7119140625,18.7502613067627,8.38675022125244
WN1950DA,F23,2019-06-06 15:15:49,42.3391532897949,-70.9425277709961,19.0797576904297,8.94762134552002,30.6771335601807,23.7436466217041,32.9522285461426,1.32881653308868,2.35080337524414,9.12516975402832,96.0368957519531,2092.36010742188,3.25574994087219,8.39510345458984
WN1950D9,F23,2019-06-06 15:15:05,42.3391265869141,-70.9424514770508,25.099681854248,8.45607566833496,30.8038845062256,23.9156608581543,32.6658096313477,1.27325034141541,2.26499128341675,9.15582847595215,95.3678131103516,2092.76782226563,1.0266295671463,8.40374183654785
WN1950CF,N01,2019-06-06 14:44:59,42.4197959899902,-70.8657455444336,1.85756862163544,13.5677728652954,29.8604793548584,22.3056488037109,35.997688293457,0.980198323726654,0.984667420387268,9.75116634368896,112.868934631348,2075.37109375,942.210327148438,8.35948753356934
WN1950CE,N01,2019-06-06 14:43:48,42.4196891784668,-70.865348815918,7.64686441421509,11.6954250335693,30.2548274993896,22.9620933532715,34.834300994873,1.01801419258118,2.53712821006775,9.68677711486816,108.028213500977,2079.03515625,120.740928649902,8.37032222747803
WN1950CD,N01,2019-06-06 14:42:56,42.4196281433105,-70.8651657104492,14.6716051101685,7.31366491317749,31.1627006530762,24.3564109802246,32.0446701049805,0.855054020881653,2.17097425460815,10.2168025970459,103.895004272461,2075.34423828125,30.1977653503418,8.42359352111816
WN1950CC,N01,2019-06-06 14:40:55,42.4195442199707,-70.8647994995117,24.9382133483887,6.14643383026123,31.5289268493652,24.7935962677002,31.4080867767334,0.865527749061584,1.45302557945251,9.21036529541016,91.3428802490234,2067.74853515625,5.52732372283936,8.4374828338623
WN1950CB,N01,2019-06-06 14:39:13,42.4194107055664,-70.8643112182617,31.2356262207031,5.98378849029541,31.5692958831787,24.8450660705566,31.3111171722412,1.05216431617737,2.78464961051941,9.03064060211182,89.2381134033203,2070.85986328125,1.96693348884583,8.44963264465332
